nombre,categoria_maps,telefono,telefono_norm,posible_celular,whatsapp_link,email,ciudad,calificacion,sitio_web,ecommerce,fuente,url_listing
Distribuidora Del Sur,Servicio de distribución,011 3560-9495,+541135609495,SI,https://wa.me/541135609495,info@distribuidoradelsur.com.ar,"Av. Dardo Rocha 1626, B1876 Bernal Oeste, Provincia de Buenos Aires",,http://distribuidoradelsur.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Del+Sur/data=!4m7!3m6!1s0x95a3327406b5930d:0xb7fe8c9e6d84d3b1!8m2!3d-34.7110499!4d-58.308596!16s%2Fg%2F11j2z29l7m!19sChIJDZO1BnQyo5URsdOEbZ6M_rc?authuser=0&hl=es-419&rclk=1
Galpon de Bebidas,Tienda de bebidas alcohólicas,011 5005-7700,+541150057700,SI,https://wa.me/541150057700,,"B1754EQK, EQK, Tomás Justo Villegas 1511, B1754 San Justo, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Galpon+de+Bebidas/data=!4m7!3m6!1s0x95bcc62a0e79c2c9:0x25236cdfe18780fa!8m2!3d-34.6707099!4d-58.5545838!16s%2Fg%2F11dxckl_y8!19sChIJycJ5DirGvJUR-oCH4d9sIyU?authuser=0&hl=es-419&rclk=1
Mayorista De Bebidas La Tucu,Distribuidor de cerveza,011 2765-2600,+541127652600,SI,https://wa.me/541127652600,,"B1736 Trujui, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+De+Bebidas+La+Tucu/data=!4m7!3m6!1s0x95bc97b34133e6c3:0xa247e5bb5d058e5b!8m2!3d-34.5818725!4d-58.7738125!16s%2Fg%2F11f6ktrqzf!19sChIJw-YzQbOXvJURW44FXbvlR6I?authuser=0&hl=es-419&rclk=1
Distribuidora Bebidas,Mayorista,0221 307-0691,+542213070691,SI,https://wa.me/542213070691,,"RP15 5650, B1923 Berisso, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Bebidas/data=!4m7!3m6!1s0x95a2e597fde5d627:0x5f0ec9a1b5255b15!8m2!3d-34.8900183!4d-57.8264647!16s%2Fg%2F11fgh0kq49!19sChIJJ9bl_ZflopURFVsltaHJDl8?authuser=0&hl=es-419&rclk=1
Distribuidora La Finca,Tienda de vinos,011 3693-4947,+541136934947,SI,https://wa.me/541136934947,ventas@ventadevinoslafinca.com,"Av. Vélez Sarsfield 1649, C1285 Cdad. Autónoma de Buenos Aires",,https://www.ventadevinoslafinca.com/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Distribuidora+La+Finca/data=!4m7!3m6!1s0x95bccb5eab5b55cd:0x92f67b73e559ff60!8m2!3d-34.654633!4d-58.38889!16s%2Fg%2F11hc_7ghfv!19sChIJzVVbq17LvJURYP9Z5XN79pI?authuser=0&hl=es-419&rclk=1
Distribuidora San Ramón,Distribuidor de cerveza,011 3031-5301,+541130315301,SI,https://wa.me/541130315301,,"Diag. 31 3025, C1428 Villa Granaderos de San Martín, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+San+Ram%C3%B3n/data=!4m7!3m6!1s0x95bcb738e6ae6d19:0x3ddabf3e92853752!8m2!3d-34.5534481!4d-58.5290548!16s%2Fg%2F11cs39h0ln!19sChIJGW2u5ji3vJURUjeFkj6_2j0?authuser=0&hl=es-419&rclk=1
CBGB Distribución,Tienda de bebidas alcohólicas,011 4858-3809,+541148583809,SI,https://wa.me/541148583809,,"Av. Dorrego 132, C1414 Cdad. Autónoma de Buenos Aires",,https://cbgbdistribucion.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/CBGB+Distribuci%C3%B3n/data=!4m7!3m6!1s0x95bcb5f85bf51fff:0xdd401e04dd67756e!8m2!3d-34.5970463!4d-58.4547075!16s%2Fg%2F1264j2gw6!19sChIJ_x_1W_i1vJURbnVn3QQeQN0?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA MADACILO,Tienda de bebidas alcohólicas,011 4650-3021,+541146503021,SI,https://wa.me/541146503021,ventas@madacilo.com.ar,"Av. Pres. Perón 1662, B1706CFO Gran Buenos Aires, Provincia de Buenos Aires",,http://www.madacilo.com.ar/,OTRO,GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+MADACILO/data=!4m7!3m6!1s0x95bcb877f23d6155:0xfbd70fb0827db5c8!8m2!3d-34.6356197!4d-58.5881561!16s%2Fg%2F1wnf26yw!19sChIJVWE98ne4vJURyLV9grAP1_s?authuser=0&hl=es-419&rclk=1
Cuzco Bebidas,Tienda de bebidas alcohólicas,011 2076-3718,+541120763718,SI,https://wa.me/541120763718,cuzconce@gmail.com,"Av. Rivadavia 2936, C1203AAO Cdad. Autónoma de Buenos Aires",,http://www.cuzcobebidas.com/,PrestaShop,GoogleMaps,https://www.google.com/maps/place/Cuzco+Bebidas/data=!4m7!3m6!1s0x95bccaf185c1fa8b:0x5255490b28081329!8m2!3d-34.6103979!4d-58.4080579!16s%2Fg%2F11cs01r33j!19sChIJi_rBhfHKvJURKRMIKAtJVVI?authuser=0&hl=es-419&rclk=1
Distribuidora La Argentina,Tienda de bebidas alcohólicas,011 2790-2631,+541127902631,SI,https://wa.me/541127902631,,"Av. Constituyentes 3321, B1617 Gral. Pacheco, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+La+Argentina/data=!4m7!3m6!1s0x95bca300de65c785:0x69ff2bfe49db109c!8m2!3d-34.4469655!4d-58.6731564!16s%2Fg%2F11hntgt77_!19sChIJhcdl3gCjvJURnBDbSf4r_2k?authuser=0&hl=es-419&rclk=1
Distribuidora Platanos,Tienda de alimentación,,,,,,"B1861CIT, Av. República Argentina 5600-5502, B1861CIT Platanos, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Platanos/data=!4m7!3m6!1s0x95a32622c429deff:0xe0684fcabfe1ea40!8m2!3d-34.779145!4d-58.1788204!16s%2Fg%2F11f_4s88dt!19sChIJ_94pxCImo5URQOrhv8pPaOA?authuser=0&hl=es-419&rclk=1
Distribuidora De Bebidas Vergara,Mayorista,2199-3328,21993328,NO,,,"Av. Gdor. Vergara 4614, B1686 Hurlingham, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+De+Bebidas+Vergara/data=!4m7!3m6!1s0x95bcb94e63303ec1:0x3f6bacc9170e21a7!8m2!3d-34.5837739!4d-58.6396174!16s%2Fg%2F11fxzz54b7!19sChIJwT4wY065vJURpyEOF8msaz8?authuser=0&hl=es-419&rclk=1
MAYORISTA LARA,Agregar sitio web,011 15-3343-9997,+54111533439997,NO,,,"Av. Díaz Vélez 482, B1702 Ciudadela, Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/MAYORISTA+LARA/data=!4m7!3m6!1s0x95bcc9a4246953a3:0xf0cd8161a7eb9709!8m2!3d-34.645773!4d-58.5408485!16s%2Fg%2F11s8qv3gnn!19sChIJo1NpJKTJvJURCZfrp2GBzfA?authuser=0&hl=es-419&rclk=1
Mp Drinks Distribuidora de Bebidas,Tienda de bebidas alcohólicas,011 5566-5857,+541155665857,SI,https://wa.me/541155665857,info@mpdrinks.com.ar,"Mariscal Francisco Solano López 2691, C1419HQK C1419HQK, Cdad. Autónoma de Buenos Aires",,http://mpdrinks.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Mp+Drinks+Distribuidora+de+Bebidas/data=!4m7!3m6!1s0x95bcb7a336c14723:0x4c94744275ee9b49!8m2!3d-34.5919563!4d-58.4932989!16s%2Fg%2F11g24fh5qt!19sChIJI0fBNqO3vJURSZvudUJ0lEw?authuser=0&hl=es-419&rclk=1
Distribuidora Montalvo,Distribuidor de cerveza,011 2883-3344,+541128833344,SI,https://wa.me/541128833344,,"Bartolomé Mitre 1686, C1037 Cdad. Autónoma de Buenos Aires",,https://www.facebook.com/martin.canomontalvo/,ERROR,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Montalvo/data=!4m7!3m6!1s0x95bccb0ad300bf9b:0xc50c0a9430d4b112!8m2!3d-34.6080453!4d-58.3904115!16s%2Fg%2F11mtc3l6q5!19sChIJm78A0wrLvJURErHUMJQKDMU?authuser=0&hl=es-419&rclk=1
Distribuidora Tola,Distribuidor de cerveza,011 5133-5312,+541151335312,SI,https://wa.me/541151335312,,"25 de Mayo, B1834 José Marmol, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Tola/data=!4m7!3m6!1s0x95bcd32c6fc9fb05:0xff73c2454ef76345!8m2!3d-34.7805396!4d-58.3755451!16s%2Fg%2F11hbbssds9!19sChIJBfvJbyzTvJURRWP3TkXCc_8?authuser=0&hl=es-419&rclk=1
Distribuidora de bebidas,Tienda de bebidas alcohólicas,,,,,,"AFD, Gral. Heredia 1842, B1869 Gerli, Provincia de Buenos Aires",,https://www.instagram.com/distribuidora.miele/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+de+bebidas/data=!4m7!3m6!1s0x95a333355e079377:0x947715b5d87cc400!8m2!3d-34.6853957!4d-58.3658377!16s%2Fg%2F11kn6f_qg_!19sChIJd5MHXjUzo5URAMR82LUVd5Q?authuser=0&hl=es-419&rclk=1
"Venta mayorista de bebidas para bares, restaurantes y vinotecas en Zona Sur. Atención comercial y asesoramiento",Tienda de bebidas alcohólicas,011 6509-3962,+541165093962,SI,https://wa.me/541165093962,,"Av. 33 6377, B1880 Platanos, Provincia de Buenos Aires",,http://distribuidora.independencia.com.ar/,ERROR,GoogleMaps,"https://www.google.com/maps/place/Venta+mayorista+de+bebidas+para+bares,+restaurantes+y+vinotecas+en+Zona+Sur.+Atenci%C3%B3n+comercial+y+asesoramiento/data=!4m7!3m6!1s0x95a32d18fff2db37:0x559b1c9bcf76b202!8m2!3d-34.766886!4d-58.1791599!16s%2Fg%2F11f75yjjhr!19sChIJN9vy_xgto5URArJ2z5scm1U?authuser=0&hl=es-419&rclk=1"
Mcd Bebidas,Mayorista e importador de vino,011 6043-4283,+541160434283,SI,https://wa.me/541160434283,,"Antártida Argentina 373, B1836 Turdera, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mcd+Bebidas/data=!4m7!3m6!1s0x95bcd3b208b51289:0x48afc1b844d001d6!8m2!3d-34.790983!4d-58.4117122!16s%2Fg%2F11f7t6gn6w!19sChIJiRK1CLLTvJUR1gHQRLjBr0g?authuser=0&hl=es-419&rclk=1
"DISTRIBUIDORA DE BEBIDAS ""EL 32""",Mayorista,011 3630-1548,+541136301548,SI,https://wa.me/541136301548,,"Juan, Av. Brig. Gral. Juan Manuel de Rosas 18160, B1759 González Catán, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+DE+BEBIDAS+%22EL+32%22/data=!4m7!3m6!1s0x95bcc5047f59afad:0xb85d7d78ae7effca!8m2!3d-34.7932737!4d-58.6312171!16s%2Fg%2F11h64f710s!19sChIJra9ZfwTFvJURyv9-rnh9Xbg?authuser=0&hl=es-419&rclk=1
Mayorista Magnum,Mayorista,011 3955-5517,+541139555517,SI,https://wa.me/541139555517,,"Herrera 475, C1288 Cdad. Autónoma de Buenos Aires",,https://www.facebook.com/MayoristaMagnum/,ERROR,GoogleMaps,https://www.google.com/maps/place/Mayorista+Magnum/data=!4m7!3m6!1s0x95bccb4956ad7a13:0x8ebdf0f00e6b9515!8m2!3d-34.635175!4d-58.3786789!16s%2Fg%2F11c2prc5rq!19sChIJE3qtVknLvJURFZVrDvDwvY4?authuser=0&hl=es-419&rclk=1
Bebidas lanus,Tienda de bebidas alcohólicas,011 5967-3177,+541159673177,SI,https://wa.me/541159673177,,"Av. Gral. José de San Martín 2932 B1824EKS Gran Buenos Aires, Av. San Martín 2932, B1824EKS Gran Buenos Aires, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Bebidas+lanus/data=!4m7!3m6!1s0x95bccd69af27ebeb:0x23bd787a34e22b25!8m2!3d-34.7020223!4d-58.4132608!16s%2Fg%2F11k2rjrtzg!19sChIJ6-snr2nNvJURJSviNHp4vSM?authuser=0&hl=es-419&rclk=1
Distribuidora El Nono,Mayorista,011 6252-6506,+541162526506,SI,https://wa.me/541162526506,,"Int. Manuel Quindimil 554, B1824 Lanús, Provincia de Buenos Aires",,https://www.instagram.com/elnonodistribuidora/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+El+Nono/data=!4m7!3m6!1s0x95bccd73cabc1701:0xc098d8d54fea4f7a!8m2!3d-34.6941686!4d-58.3971818!16s%2Fg%2F11qh2wlk5h!19sChIJARe8ynPNvJURek_qT9XYmMA?authuser=0&hl=es-419&rclk=1
Distribuidora El Club,Tienda de bebidas alcohólicas,011 2255-7179,+541122557179,SI,https://wa.me/541122557179,,"Av. Pres. Arturo Umberto Illia 2849, B1662 Muñiz, Provincia de Buenos Aires",,https://www.instagram.com/distribuidoraelclub/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+El+Club/data=!4m7!3m6!1s0x95bcbd1262e5977f:0xaa4030d6d7be5fa7!8m2!3d-34.5385576!4d-58.6937524!16s%2Fg%2F11q1tdz8z7!19sChIJf5flYhK9vJURp1--19YwQKo?authuser=0&hl=es-419&rclk=1
Mayorista de bebidas,Centro comercial,011 4948-3975,+541149483975,SI,https://wa.me/541149483975,,"Franklin 6, C1405 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+de+bebidas/data=!4m7!3m6!1s0x95bccb9dea454de1:0x44526a0480de8a0f!8m2!3d-34.6050623!4d-58.4316379!16s%2Fg%2F11fn622n3n!19sChIJ4U1F6p3LvJURD4regARqUkQ?authuser=0&hl=es-419&rclk=1
Distribuidora EL ABUELO,Tienda de alimentación,02320 36-5500,+542320365500,SI,https://wa.me/542320365500,,"Av.eduardo Madero 1607 FAN, B1669 Del Viso, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+EL+ABUELO/data=!4m7!3m6!1s0x95bc98f9793beb67:0xaad468ecb5cd360e!8m2!3d-34.4548018!4d-58.8000273!16s%2Fg%2F11dfgqgh30!19sChIJZ-s7efmYvJURDjbNtexo1Ko?authuser=0&hl=es-419&rclk=1
DBA Bebidas,Agregar categoría,011 4554-5527,+541145545527,SI,https://wa.me/541145545527,ventas@dba.com.ar,"Estomba 108, C1427 Cdad. Autónoma de Buenos Aires",,https://dba.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/DBA+Bebidas/data=!4m7!3m6!1s0x95bcb60a3c646a39:0xf9d3678006d31ac1!8m2!3d-34.5896262!4d-58.4703735!16s%2Fg%2F11h40z_rsl!19sChIJOWpkPAq2vJURwRrTBoBn0_k?authuser=0&hl=es-419&rclk=1
Distribuidora 835,Tienda de bebidas alcohólicas,011 6889-7500,+541168897500,SI,https://wa.me/541168897500,,"Av. Julian M. Castro 729, B1721 Parque San Martín, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+835/data=!4m7!3m6!1s0x95bcc1a269582735:0x9f59479ce4d57bc9!8m2!3d-34.6861969!4d-58.718206!16s%2Fg%2F11fr53b6g9!19sChIJNSdYaaLBvJURyXvV5JxHWZ8?authuser=0&hl=es-419&rclk=1
Distribuidora de bebidas,Distribuidor de cerveza,011 4305-3715,+541143053715,SI,https://wa.me/541143053715,,"C1137ACF CABA AR, Salta 1345, C1137ACF, C1137 ACF",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+de+bebidas/data=!4m7!3m6!1s0x95bccbfcc2aaebf5:0xd0221a24a60ca421!8m2!3d-34.6240487!4d-58.383051!16s%2Fg%2F11fj8dcbdk!19sChIJ9euqwvzLvJURIaQMpiQaItA?authuser=0&hl=es-419&rclk=1
Distribuidora Luar,Agregar número de teléfono del lugar,,,,,,"Avenida Calchaquí 5777 e/ Luján, Mercedes y, B1889 Bosques, Provincia de Buenos Aires",,https://www.instagram.com/distriluar,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Luar/data=!4m7!3m6!1s0x95a32848bb13eaf7:0x3e71ab169d1695f!8m2!3d-34.8264109!4d-58.2242882!16s%2Fg%2F11h9394ksc!19sChIJ9-oTu0goo5URX2nRabEa5wM?authuser=0&hl=es-419&rclk=1
Baliquors,Agregar categoría,0800-333-4354,+548003334354,SI,https://wa.me/548003334354,,"Unidad 40, Valentín Gómez 151, B1706 Haedo, Provincia de Buenos Aires",,https://www.baliquors.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Baliquors/data=!4m7!3m6!1s0x95bcb89b46133919:0x3df35a24166b3ba1!8m2!3d-34.6384074!4d-58.6107639!16s%2Fg%2F11bw476kqr!19sChIJGTkTRpu4vJURoTtrFiRa8z0?authuser=0&hl=es-419&rclk=1
Bebidasmarket,Tienda de bebidas alcohólicas,011 2885-6313,+541128856313,SI,https://wa.me/541128856313,,"Camargo 863, C1414 Cdad. Autónoma de Buenos Aires",,http://www.bebidasmarketoficial.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Bebidasmarket/data=!4m7!3m6!1s0x95bccb26de29a4e7:0xedc33c773e9529c2!8m2!3d-34.5975409!4d-58.4431416!16s%2Fg%2F11rs2kdn48!19sChIJ56Qp3ibLvJURwimVPnc8w-0?authuser=0&hl=es-419&rclk=1
CA-MI mayorista y minoristA,Tienda de alimentación,11 6390-1979,+541163901979,SI,https://wa.me/541163901979,,"Pres. Juan Domingo Perón 3398-3300, B1821FCX Ingeniero Budge, Provincia de Buenos Aires",,http://camidistribuidora.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/CA-MI+mayorista+y+minoristA/data=!4m7!3m6!1s0x95bccdbfbd3431fb:0xd03b0ccab1dd90eb!8m2!3d-34.731448!4d-58.4386903!16s%2Fg%2F11f57tq218!19sChIJ-zE0vb_NvJUR65DdscoMO9A?authuser=0&hl=es-419&rclk=1
Distribuidora San Martín,Tienda de comestibles mayorista,011 4986-6784,+541149866784,SI,https://wa.me/541149866784,,"Av. Gral. San Martín 4902, B1752 La Tablada, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+San+Mart%C3%ADn/data=!4m7!3m6!1s0x95bcc914f96b9391:0x48cadd41ef4ea481!8m2!3d-34.6812665!4d-58.5197926!16s%2Fg%2F11gr1cypd5!19sChIJkZNr-RTJvJURgaRO70Hdykg?authuser=0&hl=es-419&rclk=1
Mayorista de Alimentos El Marquesado,Mayorista,011 2203-8928,+541122038928,SI,https://wa.me/541122038928,,"Av. Estanislao Zeballos 1902, B1712 Castelar, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+de+Alimentos+El+Marquesado/data=!4m7!3m6!1s0x95bcc7454c99d063:0x538a748a3bb3cc73!8m2!3d-34.6597213!4d-58.6333806!16s%2Fg%2F11c5zwqf27!19sChIJY9CZTEXHvJURc8yzO4p0ilM?authuser=0&hl=es-419&rclk=1
Distribuidora Vemart,Proveedor mayorista de alimentos,011 4205-0622,+541142050622,SI,https://wa.me/541142050622,n@vemart.com.ar,"Av. Crisólogo Larralde 2869, B1872FES Sarandí, Provincia de Buenos Aires",,http://www.vemart.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Vemart/data=!4m7!3m6!1s0x95a333276bbb4a21:0x43bdf97f27476fce!8m2!3d-34.688336!4d-58.3566365!16s%2Fg%2F1tf4g67k!19sChIJIUq7ayczo5URzm9HJ3_5vUM?authuser=0&hl=es-419&rclk=1
Distribuidora Mayorista Gastronomico,Proveedor mayorista de alimentos,011 3100-7646,+541131007646,SI,https://wa.me/541131007646,,"Pedro Martínez 138, B1688 Villa Tesei, Provincia de Buenos Aires",,https://linktr.ee/mgmayorista,ERROR,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Mayorista+Gastronomico/data=!4m7!3m6!1s0x95bcb95610b993ef:0xac38a9c7d7cbe9eb!8m2!3d-34.6166272!4d-58.6333673!16s%2Fg%2F11jz16p6hh!19sChIJ75O5EFa5vJUR6-nL18epOKw?authuser=0&hl=es-419&rclk=1
RSC Distribuidora Mayorista,Comercio,011 2640-5781,+541126405781,SI,https://wa.me/541126405781,,"Granaderos 202 Esquina Gazeta de Bs. As, B1702 Gran Buenos Aires, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/RSC+Distribuidora+Mayorista/data=!4m7!3m6!1s0x95bcc7626fcae687:0xc3b0afd77d2f6462!8m2!3d-34.6378624!4d-58.5353527!16s%2Fg%2F11t86q2z_1!19sChIJh-bKb2LHvJURYmQvfdevsMM?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA LEWAL,Distribuidor de comestibles,011 5751-5011,+541157515011,SI,https://wa.me/541157515011,,"Almte. Brown 5221, C1766 La Tablada, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+LEWAL/data=!4m7!3m6!1s0x95bcc99acd3215cf:0x29c7a6a0b062159b!8m2!3d-34.6812218!4d-58.5141602!16s%2Fg%2F11fkljzwtj!19sChIJzxUyzZrJvJURmxVisKCmxyk?authuser=0&hl=es-419&rclk=1
Mayorista Roma,Mayorista,011 4627-2864,+541146272864,SI,https://wa.me/541146272864,,"Av. Pres. Perón 5100, B1712 Morón, Provincia de Buenos Aires",,https://www.instagram.com/mayorista.roma/?hl=es,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Mayorista+Roma/data=!4m7!3m6!1s0x95bcb8b77b78863d:0xf2a1e6cf5ad2b729!8m2!3d-34.6330684!4d-58.6347789!16s%2Fg%2F1hc1f2qs8!19sChIJPYZ4e7e4vJURKbfSWs_mofI?authuser=0&hl=es-419&rclk=1
Distribuidora Aranjuez,Tienda de comestibles mayorista,011 4194-1121,+541141941121,SI,https://wa.me/541141941121,,"Av. Eva Perón 6032, C1439 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Aranjuez/data=!4m7!3m6!1s0x95bcc914237af7f3:0xf49f62ed4c2b0a68!8m2!3d-34.664899!4d-58.4904181!16s%2Fg%2F11bbrlzwnm!19sChIJ8_d6IxTJvJURaAorTO1in_Q?authuser=0&hl=es-419&rclk=1
El gallego mayorista,Supermercado,011 2053-0644,+541120530644,SI,https://wa.me/541120530644,,"De la Pala, Del Valle &, B1771 Tapiales, Provincia de Buenos Aires",,https://www.instagram.com/elgallegomayorista,NINGUNO,GoogleMaps,https://www.google.com/maps/place/El+gallego+mayorista/data=!4m7!3m6!1s0x95bcceeae48878d7:0x363929d11da31748!8m2!3d-34.7098748!4d-58.4878223!16s%2Fg%2F11f2sr1t5g!19sChIJ13iI5OrOvJURSBejHdEpOTY?authuser=0&hl=es-419&rclk=1
ESECE Autoservicio Mayorista,Tienda de comestibles mayorista,,,,,,"Pres. Juan Domingo Perón 3050, B1821FCT Banfield, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/ESECE+Autoservicio+Mayorista/data=!4m7!3m6!1s0x95bccd95db0a58df:0xa9bde7f9803322a7!8m2!3d-34.734635!4d-58.4363315!16s%2Fg%2F1tfv69qx!19sChIJ31gK25XNvJURpyIzgPnnvak?authuser=0&hl=es-419&rclk=1
Mayorista la gran argentina,Supermercado,,,,,,"De la Tierra 2152, Tapiales, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+la+gran+argentina/data=!4m7!3m6!1s0x95bccf1203dee277:0x17c722b7886e36a3!8m2!3d-34.7116782!4d-58.4980778!16s%2Fg%2F11jpfxbrr_!19sChIJd-LeAxLPvJURozZuiLcixxc?authuser=0&hl=es-419&rclk=1
Los Primos Mayoristas,Tienda de comestibles mayorista,011 3076-6274,+541130766274,SI,https://wa.me/541130766274,,"Int. Federico Pedro Russo 3990, B1759 González Catán, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Los+Primos+Mayoristas/data=!4m7!3m6!1s0x95bcc5e3a3972d07:0x4da973b2fd445fc!8m2!3d-34.7473411!4d-58.6240196!16s%2Fg%2F11k5xbj972!19sChIJBy2Xo-PFvJUR_EXULzuX2gQ?authuser=0&hl=es-419&rclk=1
Distribuidora Los Amigos,Tienda de comestibles mayorista,011 3551-5883,+541135515883,SI,https://wa.me/541135515883,,"Francisco N. de Laprida 5268, B1603ABR Villa Martelli, Provincia de Buenos Aires",,https://www.instagram.com/dist.losamigos/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Los+Amigos/data=!4m7!3m6!1s0x95bcb722a0643a3d:0x2323661afc0c1a28!8m2!3d-34.5555425!4d-58.5201837!16s%2Fg%2F11mj_psfjv!19sChIJPTpkoCK3vJURKBoM_BpmIyM?authuser=0&hl=es-419&rclk=1
Supermayorista Vital | Villa Ortúzar,Tienda de comestibles mayorista,011 4553-6700,+541145536700,SI,https://wa.me/541145536700,,"Tronador 400, C1427 Cdad. Autónoma de Buenos Aires",,https://www.vital.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Supermayorista+Vital+%7C+Villa+Ort%C3%BAzar/data=!4m7!3m6!1s0x95bcb60c0fbd7843:0x532b6b382cf5b94f!8m2!3d-34.5867835!4d-58.4679579!16s%2Fg%2F11b6dtfn45!19sChIJQ3i9Dwy2vJURT7n1LDhrK1M?authuser=0&hl=es-419&rclk=1
Supermayorista Vital | Abasto,Tienda de comestibles mayorista,011 4012-9300,+541140129300,SI,https://wa.me/541140129300,,"Gallo 149, C1172 Cdad. Autónoma de Buenos Aires",,http://www.vital.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Supermayorista+Vital+%7C+Abasto/data=!4m7!3m6!1s0x95bccaf4d2abc567:0xd5c9942a53367c1!8m2!3d-34.6066856!4d-58.4134445!16s%2Fg%2F1tfv69p5!19sChIJZ8Wr0vTKvJURwWczpUKZXA0?authuser=0&hl=es-419&rclk=1
Mayorista Makro Avellaneda,Mayorista,011 4208-2006,+541142082006,SI,https://wa.me/541142082006,,"Francisco Pienovi 318, B1870 Buenos Aires, Provincia de Buenos Aires",,https://www.makro.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Mayorista+Makro+Avellaneda/data=!4m7!3m6!1s0x95bccca11990c0a9:0x14066a40e26e4c54!8m2!3d-34.6624025!4d-58.3888786!16s%2Fg%2F11b8v9yx_6!19sChIJqcCQGaHMvJURVExu4kBqBhQ?authuser=0&hl=es-419&rclk=1
La Reina Distribuidora,Agregar sitio web,011 3379-4882,+541133794882,SI,https://wa.me/541133794882,,"Castro Barros 861, C1217 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/La+Reina+Distribuidora/data=!4m7!3m6!1s0x95bccb1c02054083:0x5cb8c5d74edb965!8m2!3d-34.6220285!4d-58.4194372!16s%2Fg%2F11y4n8_3xj!19sChIJg0AFAhzLvJURZbntdF2MywU?authuser=0&hl=es-419&rclk=1
